x   y   freq
15  1   0
15  2   0
15  3   0
15  4   0
15  5   0
15  6   0
15  7   0
15  8   0
15  9   0
15  10  0
15  11  0
